rank,name,score,source,SMILES
"
184,AG-690/08559008,1.517,Specs,"c1ccc(cc1)[C@@](c1ccccc1)(C(=O)Nc1ccc2c(c1)OCO2)O	AG-690/08559008
"
185,AE-562/12222379,1.517,Specs,"c1ccc(cc1)C=C(c1ccccc1)[C@H](c1ccccc1)O	AE-562/12222379
"
186,AG-205/07774042,1.517,Specs,"c1ccc(cc1)[C@@H]1CC(=NN1c1cccc(c1)Br)c1ccc(cc1)Br	AG-205/07774042
"
187,AN-652/13447009,1.517,Specs,"c1ccc(cc1)C(=O)O[C@@](c1ccccc1)(c1ccccc1)C(=O)OC	AN-652/13447009
"
188,AE-477/13519151,1.517,Specs,"c1ccc(cc1)[C@H]1c2ccccc2O[C@@H](c2ccc(cc2)C)C1	AE-477/13519151
"
189,AE-848/30701030,1.516,Specs,"c1ccc(cc1)C1=NN(c2ccc(cc2)[N](=O)O)[C@H](c2ccccc2)C1	AE-848/30701030
"
190,AP-518/42504031,1.516,Specs,"c1ccc(cc1)[C@@H](c1cc(ccc1C)C)NC(=O)c1ccc(cc1)F	AP-518/42504031
"
191,AG-690/40144152,1.516,Specs,"c1ccc(cc1)[C@@H]1CC(=NN1c1cccc(c1)F)c1ccc(cc1)Br	AG-690/40144152
"
192,AF-399/41012267,1.515,Specs,"c1ccc(cc1)COP(=O)(c1ccc(cc1)N(C)C)[C@H](C(C)C)O	AF-399/41012267
"
193,AO-476/41144912,1.515,Specs,"c1ccc(cc1)N1[C@@H](c2cccnc2)[C@@H]2C(=N1)c1ccccc1CC2	AO-476/41144912
"
194,AP-518/12245702,1.515,Specs,"c1ccc(cc1)[C@@H](c1ccccc1)C(=O)Nc1cccc(c1)C(=O)C	AP-518/12245702
"
195,AK-968/11492125,1.514,Specs,"c1ccc(cc1)N1C[C@H](c2ccc(cc2Cl)Cl)C(=N1)c1cccs1	AK-968/11492125
"
196,AK-918/42979669,1.514,Specs,"c1ccc(cc1)[C@H](c1ccccc1)n1cnc2ccccc2c1=O	AK-918/42979669
"
197,AE-534/30057022,1.513,Specs,"c1ccc(cc1)N=C(c1ccc(cc1)OC)Oc1ccccc1	AE-534/30057022
"
198,AI-597/32227057,1.513,Specs,"c1ccc(cc1)C(=CC(=O)c1ccc(cc1)C)Nc1ccccc1	AI-597/32227057
"
199,AG-690/11629373,1.512,Specs,"c1ccc(cc1)NNC(=O)[C@@](c1ccc(cc1)C)(c1ccc(cc1)C)O	AG-690/11629373
"
200,ZINC04198872,1.512,Specs,"c1ccc(cc1)[C@@]1(CCCC)NC(=S)N(c2ccccc2)N1	ZINC04198872
"
201,AH-034/36850039,1.512,Specs,"c1ccc(cc1)C1=NN(c2ccc(c(c2)C)C)[C@H](c2ccccc2)C1	AH-034/36850039
"
202,AF-407/36112005,1.512,Specs,"c1ccc(cc1)C(=O)O[C@H](c1ccccc1)C(Cl)(Cl)Cl	AF-407/36112005
"
203,AK-968/12971217,1.511,Specs,"c1ccc(cc1)C1=NN(c2c(c(cc(c2F)F)F)F)[C@H](c2ccccc2)C1	AK-968/12971217
"
204,AO-476/41144912,1.511,Specs,"c1ccc(cc1)N1[C@@H](c2cccnc2)[C@@H]2C(=N1)c1ccccc1CC2	AO-476/41144912
"
205,AG-680/20240026,1.511,Specs,"c1ccc(cc1)[C@](c1ccccc1)(CC[NH]1CCCCC1)O	AG-680/20240026
"
206,AP-518/42402986,1.511,Specs,"c1ccc(cc1)[C@H](c1cc(ccc1C)C)NC(=O)c1cccc(c1)OC	AP-518/42402986
"
207,AG-205/07774042,1.511,Specs,"c1ccc(cc1)[C@@H]1CC(=NN1c1cccc(c1)Br)c1ccc(cc1)Br	AG-205/07774042
"
208,AE-842/32998051,1.51,Specs,"c1ccc(cc1)[C@]1(c2ccccc2)[C@H]2[C@H]3CC[C@H](C3)[C@@H]2N=N1	AE-842/32998051
"
209,AG-205/33133018,1.51,Specs,"c1ccc(c(c1)N1[C@@H](c2ccc(cc2)F)CC(=N1)c1ccc(cc1)F)Br	AG-205/33133018
"
210,AK-968/12971217,1.51,Specs,"c1ccc(cc1)C1=NN(c2c(c(cc(c2F)F)F)F)[C@H](c2ccccc2)C1	AK-968/12971217
"
211,AE-848/30701030,1.509,Specs,"c1ccc(cc1)C1=NN(c2ccc(cc2)[N](=O)O)[C@H](c2ccccc2)C1	AE-848/30701030
"
212,AO-476/36090030,1.509,Specs,"c1ccc(cc1)N1[C@H](c2ccc(cc2)Cl)[C@H]2C(=N1)c1ccccc1CC2	AO-476/36090030
"
213,AN-329/40887405,1.509,Specs,"c1ccc(cc1)[C@@H](c1ccccc1)C(=O)Oc1ccc(cc1Br)C	AN-329/40887405
"
214,AE-477/13519023,1.509,Specs,"c1ccc(cc1)[C@H]1c2ccccc2O[C@@H](c2ccccc2)C1	AE-477/13519023
"
215,AN-329/40887418,1.508,Specs,"c1ccc(cc1)[C@@H](c1ccccc1)C(=O)Oc1ccc(cc1C)Br	AN-329/40887418
"
216,AF-407/36112005,1.508,Specs,"c1ccc(cc1)C(=O)O[C@H](c1ccccc1)C(Cl)(Cl)Cl	AF-407/36112005
"
217,AP-518/41793438,1.508,Specs,"c1ccc(cc1)[C@H](C1CCCC1)NC(=O)c1cccc(c1)F	AP-518/41793438
"
218,AG-205/33133018,1.508,Specs,"c1ccc(c(c1)N1[C@@H](c2ccc(cc2)F)CC(=N1)c1ccc(cc1)F)Br	AG-205/33133018
"
219,AK-918/43219901,1.508,Specs,"c1ccc(cc1)[C@@H](c1ccccc1)OC(=O)c1ccc(cc1)NC(=O)CC	AK-918/43219901
"
220,ZINC02945366,1.508,Specs,"c1ccc(cc1)[C@]1(CCCC)NC(=S)N(c2ccccc2)N1	ZINC02945366
"
221,AG-690/36748013,1.507,Specs,"c1ccc(cc1)N1[C@@H](c2cccc(c2OC)OC)CC(=N1)c1cccs1	AG-690/36748013
"
222,AK-968/36802004,1.507,Specs,"c1ccc(cc1)[C@@]1(c2ccccc2C(=O)O1)Nc1cccc2ccccc12	AK-968/36802004
"
223,AG-205/33162049,1.507,Specs,"c1ccc(cc1)N1[C@@H](c2ccc(cc2OC)OC)CC(=N1)c1ccc(cc1)Cl	AG-205/33162049
"
224,AG-205/33162049,1.507,Specs,"c1ccc(cc1)N1[C@@H](c2ccc(cc2OC)OC)CC(=N1)c1ccc(cc1)Cl	AG-205/33162049
"
225,AG-690/33369038,1.507,Specs,"c1ccc(cc1)[C@@H](c1ccccc1)C(=O)Nc1nccs1	AG-690/33369038
"
226,AE-477/13519023,1.507,Specs,"c1ccc(cc1)[C@H]1c2ccccc2O[C@@H](c2ccccc2)C1	AE-477/13519023
"
227,AG-205/07762009,1.507,Specs,"c1ccc(c(c1)N1[C@@H](c2ccc(cc2)Cl)CC(=N1)c1ccc(cc1)Br)F	AG-205/07762009
"
228,AG-219/34821006,1.506,Specs,"c1ccc2c(c1)CC=C1N2C[C@@](c2ccc(cc2)OC)(N1c1ccc(cc1)Br)O	AG-219/34821006
"
229,AE-477/13519075,1.506,Specs,"c1ccc(cc1)[C@H]1C[C@](c2ccccc2)(c2ccccc2O1)O	AE-477/13519075
"
230,AF-399/41012267,1.506,Specs,"c1ccc(cc1)COP(=O)(c1ccc(cc1)N(C)C)[C@H](C(C)C)O	AF-399/41012267
"
231,AG-690/11629370,1.506,Specs,"c1ccc(cc1)[C@@](c1ccccc1)(C(=O)NNc1ccccc1Br)O	AG-690/11629370
"
232,AK-968/13408055,1.506,Specs,"c1cc([C@H]2CC(=NN2c2ccc(cc2F)F)c2ccc(cc2)C)sc1	AK-968/13408055
"
233,AK-968/11492125,1.506,Specs,"c1ccc(cc1)N1C[C@H](c2ccc(cc2Cl)Cl)C(=N1)c1cccs1	AK-968/11492125
"
234,AM-814/41095073,1.506,Specs,"c1ccc(cc1)[C@H](c1ccc2c(c1)OCO2)[NH]=Cc1ccccc1O	AM-814/41095073
"
235,AG-205/33155042,1.506,Specs,"c1ccc(c(c1)N1[C@H](c2ccc(cc2)F)CC(=N1)c1ccc(cc1)Cl)F	AG-205/33155042
"
236,AK-968/13408055,1.505,Specs,"c1cc([C@H]2CC(=NN2c2ccc(cc2F)F)c2ccc(cc2)C)sc1	AK-968/13408055
"
237,AG-690/36542027,1.505,Specs,"c1ccc(cc1)[C@]1(c2ccccc2)C[C@H]1C(=O)N1CCCCC1	AG-690/36542027
"
238,AG-219/09473002,1.505,Specs,"c1ccc(cc1)CN(C(=O)c1cccs1)Cc1ccccc1	AG-219/09473002
"
239,AO-476/36090030,1.505,Specs,"c1ccc(cc1)N1[C@H](c2ccc(cc2)Cl)[C@H]2C(=N1)c1ccccc1CC2	AO-476/36090030
"
240,AE-848/11244029,1.504,Specs,"c1ccc(cc1)[C@@]1(c2ccccc2)SCc2cc(c(cc2CS1)C)C	AE-848/11244029
"
241,AG-205/33133019,1.504,Specs,"c1cc(ccc1C1=NN(c2cc(ccc2Cl)Cl)[C@H](c2ccc(cc2)F)C1)F	AG-205/33133019
"
242,AE-848/12530633,1.504,Specs,"c1ccc(cc1)[C@@H]1c2ccccc2OC(=C1)c1ccc(cc1)OC	AE-848/12530633
"
243,AE-562/12222379,1.504,Specs,"c1ccc(cc1)C=C(c1ccccc1)[C@H](c1ccccc1)O	AE-562/12222379
"
244,AG-690/10493020,1.504,Specs,"c1cc([C@H]2CC(=NN2c2ccc(cc2F)F)c2ccc(cc2)Br)sc1	AG-690/10493020
"
245,AO-476/13265360,1.504,Specs,"c1ccc(cc1)N1[C@@H](c2ccc(cc2)OC)[C@@H]2C(=N1)c1ccccc1CC2	AO-476/13265360
"
246,AG-205/07897027,1.504,Specs,"c1ccc(cc1)[C@@H](c1ccccc1)C(=O)Nc1ccc(cc1C)[N](=O)O	AG-205/07897027
"
247,AG-690/10493020,1.503,Specs,"c1cc([C@H]2CC(=NN2c2ccc(cc2F)F)c2ccc(cc2)Br)sc1	AG-690/10493020
"
248,AG-927/42926099,1.503,Specs,"c1ccc(cc1)[C@@H](C[C@@H](c1ccccc1)O)Nc1ccccc1	AG-927/42926099
"
249,AG-205/33133019,1.503,Specs,"c1cc(ccc1C1=NN(c2cc(ccc2Cl)Cl)[C@H](c2ccc(cc2)F)C1)F	AG-205/33133019
"
250,AG-205/07762006,1.502,Specs,"c1ccc(c(c1)N1[C@@H](c2ccc(cc2)Cl)CC(=N1)c1ccc(cc1)Cl)Br	AG-205/07762006
"
251,AG-690/10493022,1.501,Specs,"c1cc([C@@H]2CC(=NN2c2ccc(cc2)Br)c2ccc(cc2)OC)sc1	AG-690/10493022
"
252,AG-690/12244113,1.501,Specs,"c1ccc(cc1)C1=NN(c2ccc(cc2)C=O)[C@H](c2cccc3ccccc23)C1	AG-690/12244113
"
253,AG-205/07762006,1.501,Specs,"c1ccc(c(c1)N1[C@@H](c2ccc(cc2)Cl)CC(=N1)c1ccc(cc1)Cl)Br	AG-205/07762006
"
254,AP-518/42324203,1.5,Specs,"c1ccc(cc1)[C@H](c1cc(ccc1C)C)NC(=O)c1ccccc1C	AP-518/42324203
"
255,AP-518/42324203,1.5,Specs,"c1ccc(cc1)[C@H](c1cc(ccc1C)C)NC(=O)c1ccccc1C	AP-518/42324203
"
256,AG-205/33654005,1.5,Specs,"c1cc(c(c(c1)Cl)Cl)N1[C@H](c2ccc(cc2)F)CC(=N1)c1ccc(cc1)OC	AG-205/33654005
"
257,AN-329/12715739,1.5,Specs,"c1ccc(cc1)[C@@H](c1ccccc1)C(=O)Nc1ccccc1C(=O)OC	AN-329/12715739
"
258,AK-968/11492126,1.5,Specs,"c1cc(cc(c1)Cl)N1[C@@H](c2ccc(cc2)F)CC(=N1)c1cccs1	AK-968/11492126
"
259,AN-329/43385386,1.499,Specs,"c1ccc(cc1)[C@@H](c1ccccc1)C(=O)Nc1ccccc1C(=O)NC	AN-329/43385386
"
260,AG-690/12244113,1.499,Specs,"c1ccc(cc1)C1=NN(c2ccc(cc2)C=O)[C@H](c2cccc3ccccc23)C1	AG-690/12244113
"
261,AO-080/43378542,1.499,Specs,"c1ccc(cc1)[C@]1(c2ccccc2C(=O)N1[C@H]1CC[C@H](CC1)C)O	AO-080/43378542
"
262,AE-641/04639034,1.499,Specs,"c1ccc(cc1)[C@]1(c2ccccc2CSc2cc(ccc12)C)O	AE-641/04639034
"
263,AG-205/33654005,1.499,Specs,"c1cc(c(c(c1)Cl)Cl)N1[C@H](c2ccc(cc2)F)CC(=N1)c1ccc(cc1)OC	AG-205/33654005
"
264,AN-056/25013022,1.499,Specs,"c1ccc(cc1)C[C@@H](C(=O)OC)P(=O)(c1ccccc1)c1ccccc1	AN-056/25013022
"
265,AN-329/43449629,1.498,Specs,"c1ccc(cc1)C[C@@H](C(=O)N1CCCC1)n1cccc1	AN-329/43449629
"
266,AG-690/33355008,1.498,Specs,"c1ccc(c(c1)C1=NN(c2cc(ccc2Cl)Cl)[C@H](c2ccc(cc2)F)C1)OC	AG-690/33355008
"
267,AN-651/14405040,1.498,Specs,"c1ccc(cc1)C1=C(C)O[C@@H](c2ccccc2)N(c2ccccc2)C1=O	AN-651/14405040
"
268,AG-690/33355008,1.497,Specs,"c1ccc(c(c1)C1=NN(c2cc(ccc2Cl)Cl)[C@H](c2ccc(cc2)F)C1)OC	AG-690/33355008
"
269,AG-205/07762008,1.497,Specs,"c1cc(ccc1C1=NN(c2cc(ccc2Cl)Cl)[C@H](c2ccc(cc2)Cl)C1)Cl	AG-205/07762008
"
270,AG-690/10493022,1.496,Specs,"c1cc([C@@H]2CC(=NN2c2ccc(cc2)Br)c2ccc(cc2)OC)sc1	AG-690/10493022
"
271,AE-848/32733003,1.496,Specs,"c1ccc(cc1)N1[C@H](c2ccc(c(c2)OC)OC)CC(=N1)c1ccc(cc1)OC	AE-848/32733003
"
272,AG-690/34682010,1.496,Specs,"c1ccc(cc1)[C@@H]1CC(=NN1c1cc(ccc1Cl)C(F)(F)F)c1ccc(cc1)Br	AG-690/34682010
"
273,AG-690/33407030,1.496,Specs,"c1ccc(c(c1)C1=NN(c2ccc(c(c2)Cl)Cl)[C@H](c2ccc(cc2)Cl)C1)F	AG-690/33407030
"
274,AO-476/41144912,1.496,Specs,"c1ccc(cc1)N1[C@@H](c2cccnc2)[C@@H]2C(=N1)c1ccccc1CC2	AO-476/41144912
"
275,AN-329/42260871,1.496,Specs,"c1ccc(cc1)[C@@H](c1ccccc1)C(=O)Nc1ccc(cc1)S(=O)(=O)N(C)C	AN-329/42260871
"
276,AK-968/41927203,1.496,Specs,"c1ccc(cc1)[C@@H](c1ccccc1)C(=O)Nc1cc(cc(C)n1)C	AK-968/41927203
"
277,AP-518/41793438,1.496,Specs,"c1ccc(cc1)[C@H](C1CCCC1)NC(=O)c1cccc(c1)F	AP-518/41793438
"
278,AG-205/07762008,1.495,Specs,"c1cc(ccc1C1=NN(c2cc(ccc2Cl)Cl)[C@H](c2ccc(cc2)Cl)C1)Cl	AG-205/07762008
"
279,AK-968/13408117,1.495,Specs,"c1cc([C@H]2CC(=NN2c2ccc(c(c2)Cl)Cl)c2ccc(cc2)C)sc1	AK-968/13408117
"
280,AK-968/11493810,1.495,Specs,"c1ccc(c(c1)[C@@H]1C(=NN(c2ccc(cc2)Cl)C1)c1cccs1)OC	AK-968/11493810
"
281,AB-131/42301236,1.495,Specs,"c1ccc(cc1)C1=NO[C@@](c2ccccc2)(c2ccc(c(c2)OC)OC)S1	AB-131/42301236
"
282,AN-329/40140580,1.495,Specs,"c1ccc(cc1)[C@@H](c1ccccc1)C(=O)Oc1ccc(cc1)C(C)(C)C	AN-329/40140580
"
283,AK-968/13408117,1.495,Specs,"c1cc([C@H]2CC(=NN2c2ccc(c(c2)Cl)Cl)c2ccc(cc2)C)sc1	AK-968/13408117
"
284,AN-651/14405035,1.495,Specs,"c1ccc(cc1)C1=C(C)O[C@H](c2ccccc2)N(c2ccc(cc2)OC)C1=O	AN-651/14405035
"
285,AP-518/42324227,1.494,Specs,"c1ccc(cc1)[C@H](c1ccc(cc1)OC)NC(=O)c1ccccc1C	AP-518/42324227
"
286,AN-651/14405040,1.494,Specs,"c1ccc(cc1)C1=C(C)O[C@@H](c2ccccc2)N(c2ccccc2)C1=O	AN-651/14405040
"
287,AN-329/36726003,1.494,Specs,"c1ccc(cc1)[C@@H](c1ccccc1)C(=O)Nc1ccc(cc1)S(=O)(=O)N	AN-329/36726003
"
288,AG-690/33407059,1.493,Specs,"c1ccc(c(c1)C1=NN(c2ccc(c(c2)Cl)Cl)[C@H](c2ccc(cc2)Cl)C1)Cl	AG-690/33407059
"
289,AN-056/25013025,1.493,Specs,"c1ccc(cc1)[C@H]([C@@H](c1ccccc1)P(=O)(c1ccccc1)c1ccccc1)O	AN-056/25013025
"
290,ZINC04657414,1.492,Specs,"c1ccc(cc1)[C@H](c1ccccc1)[NH2]Cc1ccc(cc1)Cl	ZINC04657414
"
291,AO-476/13265360,1.492,Specs,"c1ccc(cc1)N1[C@@H](c2ccc(cc2)OC)[C@@H]2C(=N1)c1ccccc1CC2	AO-476/13265360
"
292,AK-968/11492088,1.491,Specs,"c1ccc(c(c1)[C@@H]1C(=NN(c2cccc(c2)Br)C1)c1cccs1)OC	AK-968/11492088
"
293,AG-690/33407059,1.491,Specs,"c1ccc(c(c1)C1=NN(c2ccc(c(c2)Cl)Cl)[C@H](c2ccc(cc2)Cl)C1)Cl	AG-690/33407059
"
294,AP-518/41793713,1.491,Specs,"c1ccc(cc1)[C@@H](C(=O)Nc1cccc(c1)Br)C1CCCC1	AP-518/41793713
"
295,AG-690/09392028,1.491,Specs,"c1ccc(cc1)[C@@H](c1ccccc1)C(=O)Nc1ccccc1C(=O)N	AG-690/09392028
"
296,AT-137/43420587,1.491,Specs,"c1ccc(cc1)[C@@H](c1ccccc1)C(=O)Nc1c(cc(cn1)Cl)Cl	AT-137/43420587
"
297,AO-801/41077581,1.491,Specs,"c1ccnc(c1)[C@](c1ccccn1)(c1ccccn1)O	AO-801/41077581
"
298,AE-477/13519470,1.491,Specs,"c1ccc(cc1)C1=N[C@H](c2ccccc2)N2C[C@]12c1ccccc1	AE-477/13519470
"
299,AP-518/42324226,1.491,Specs,"c1ccc(cc1)[C@@H](C1CCCC1)NC(=O)c1ccccc1C	AP-518/42324226
"
300,AK-968/11493810,1.49,Specs,"c1ccc(c(c1)[C@@H]1C(=NN(c2ccc(cc2)Cl)C1)c1cccs1)OC	AK-968/11493810
"
301,AN-465/41988191,1.49,Specs,"c1ccc(cc1)[C@H](c1ccccc1)[NH2]Cc1ccc(cc1)Br	AN-465/41988191
"
302,AO-080/41816403,1.49,Specs,"c1ccc(cc1)[C@H](c1ccc(cc1)Cl)NC(=O)c1ccc(c(c1)OC)OC	AO-080/41816403
"
303,AE-473/30684040,1.49,Specs,"c1ccc(cc1)C(=C(C)C)c1cc2ccccc2[nH]1	AE-473/30684040
"
304,AG-690/33407030,1.49,Specs,"c1ccc(c(c1)C1=NN(c2ccc(c(c2)Cl)Cl)[C@H](c2ccc(cc2)Cl)C1)F	AG-690/33407030
"
305,AO-365/11609687,1.49,Specs,"c1ccc(cc1)[C@H](c1ccccc1)NC(=O)c1cccc(c1)OC	AO-365/11609687
"
306,AF-399/41341340,1.49,Specs,"c1ccc(cc1)N(c1ccccc1)NC(=O)[C@@]12C(=C)C([C@@H](CC1)C2)(C)C	AF-399/41341340
"
307,AK-968/12164215,1.489,Specs,"c1cc(C2=NN(c3ccc(cc3)Br)[C@H](c3ccc(cc3Cl)Cl)C2)sc1	AK-968/12164215
"
308,AE-848/33203009,1.489,Specs,"c1ccc2c(c1)[C@@H](c1ccc(cc1)C)C=C(c1cccs1)O2	AE-848/33203009
"
309,AQ-405/42300335,1.489,Specs,"c1ccc(cc1)[C@@H]1C[C@@H]2CCCCN2C[C@@H]1c1ccccc1	AQ-405/42300335
"
310,AP-518/41793673,1.488,Specs,"c1ccc(cc1)[C@H](C1CCCC1)NC(=O)c1ccccc1Br	AP-518/41793673
"
311,AK-918/43219902,1.488,Specs,"c1ccc(cc1)[C@@H](c1ccccc1)OC(=O)c1ccccc1NC(=O)CC	AK-918/43219902
"
312,AG-690/12137123,1.488,Specs,"c1ccc(cc1)C1=NN(c2ccccc2OC)[C@@H](c2cccc(c2)[N](=O)O)C1	AG-690/12137123
"
313,AK-968/11492088,1.488,Specs,"c1ccc(c(c1)[C@@H]1C(=NN(c2cccc(c2)Br)C1)c1cccs1)OC	AK-968/11492088
"
314,AG-690/12557772,1.488,Specs,"c1ccc(cc1)Cc1nc2ccccc2n1CC(=C)Br	AG-690/12557772
"
315,AN-329/40529357,1.488,Specs,"c1ccc(cc1)[C@@H](c1ccccc1)C(=O)Nc1ccc(c(c1)[N](=O)O)Cl	AN-329/40529357
"
316,AG-927/14899009,1.488,Specs,"c1ccc(cc1)[C@]1(c2ccccc2)[C@@H]2CCCCCC[C@H]2N=N1	AG-927/14899009
"
317,AG-205/33675041,1.487,Specs,"c1ccc(cc1)[C@@H](c1ccccc1)C(=O)Nc1cc(ccc1OC)OC	AG-205/33675041
"
318,AB-131/15501070,1.487,Specs,"c1ccc(cc1)[C@]1(c2ccccc2)C(=O)O[C@@H](c2ccc3ccccc3c2)S1	AB-131/15501070
"
319,AP-518/42324181,1.486,Specs,"c1ccc(cc1)[C@@H](C1CCCC1)NC(=O)c1ccccc1Cl	AP-518/42324181
"
320,AE-477/13519470,1.486,Specs,"c1ccc(cc1)C1=N[C@H](c2ccccc2)N2C[C@]12c1ccccc1	AE-477/13519470
"
321,AE-848/07095022,1.486,Specs,"c1ccc(cc1)c1c(c2ccccc2)[nH]c(c2ccco2)n1	AE-848/07095022
"
322,AP-518/41793713,1.486,Specs,"c1ccc(cc1)[C@@H](C(=O)Nc1cccc(c1)Br)C1CCCC1	AP-518/41793713
"
323,AK-918/43219903,1.486,Specs,"c1ccc(cc1)[C@@H](c1ccccc1)OC(=O)c1cc(c(c(c1)OC)OC)OC	AK-918/43219903
"
324,AG-690/33405054,1.485,Specs,"c1cc(cc(c1)Cl)N1[C@H](c2ccc(cc2)F)CC(=N1)c1ccc(cc1)Cl	AG-690/33405054
"
325,AN-023/40810418,1.485,Specs,"c1ccc(cc1)[C@@H](c1ccccc1)C(=O)Nc1ccc(c(c1)Cl)N1CCCC1	AN-023/40810418
"
326,AK-968/13408172,1.485,Specs,"c1cc(ccc1C1=NN(c2ccc(cc2)F)[C@H](c2ccc(cc2)F)C1)OCC	AK-968/13408172
"
327,AP-518/42324182,1.484,Specs,"c1ccc(cc1)[C@H](c1ccc(cc1)OC)NC(=O)c1ccccc1Cl	AP-518/42324182
"
328,AE-848/32733003,1.484,Specs,"c1ccc(cc1)N1[C@H](c2ccc(c(c2)OC)OC)CC(=N1)c1ccc(cc1)OC	AE-848/32733003
"
329,AK-968/11492080,1.483,Specs,"c1ccc(c(c1)[C@@H]1CC(=NN1c1ccc(cc1)F)c1cccs1)C(F)(F)F	AK-968/11492080
"
330,AR-360/42760699,1.483,Specs,"c1ccc(cc1)C=C[C@](c1ccccc1)(Cc1cc(C)no1)O	AR-360/42760699
"
331,AG-690/12557769,1.483,Specs,"c1ccc(cc1)Cc1nc2ccccc2n1CC(C)C	AG-690/12557769
"
332,AO-840/40406930,1.482,Specs,"c1ccc(cc1)C(=O)CN1CCCC[C@H]1Cc1ccccc1	AO-840/40406930
"
333,AG-401/30830061,1.482,Specs,"c1ccc(cc1)C(=C(C(=O)c1ccccc1)C)CC(=O)c1ccccc1	AG-401/30830061
"
334,AG-690/11629181,1.482,Specs,"c1ccc(cc1)[C@](c1ccccc1)(CC[NH](C)C)O	AG-690/11629181
"
335,AP-124/40765291,1.482,Specs,"c1ccc(cc1)N(c1ccccc1)C(=O)n1c2ccccc2nn1	AP-124/40765291
"
336,AG-205/33145062,1.482,Specs,"c1cc(cc(c1)Cl)N1[C@H](c2ccc(cc2)Cl)CC(=N1)c1ccc(cc1)Cl	AG-205/33145062
"
337,AB-131/42301236,1.482,Specs,"c1ccc(cc1)C1=NO[C@@](c2ccccc2)(c2ccc(c(c2)OC)OC)S1	AB-131/42301236
"
338,AO-435/41051477,1.482,Specs,"c1ccc(cc1)[C@H]1c2ccccc2N=C(c2ccc(cc2)C)S1	AO-435/41051477
"
339,AG-664/01339030,1.482,Specs,"c1ccc(cc1)[S@](=N)(=O)c1ccccc1	AG-664/01339030
"
340,AG-777/36178026,1.481,Specs,"c1ccc(cc1)[C@@](c1ccccc1)(Cc1n(cc[nH]1)C)O	AG-777/36178026
"
341,AO-080/43378349,1.481,Specs,"c1ccc(cc1)[C@H](c1ccccc1)NC(=O)c1ccc(cc1)C(=O)C	AO-080/43378349
"
342,AG-690/32530043,1.481,Specs,"c1cc(cc(c1)F)N1[C@H](c2ccc(cc2)F)CC(=N1)c1ccc(cc1)Br	AG-690/32530043
"
343,AG-690/11636601,1.481,Specs,"c1ccc(cc1)[C@](c1ccccc1)(c1cnc(C(C)C)n1C)O	AG-690/11636601
"
344,AF-399/41341340,1.481,Specs,"c1ccc(cc1)N(c1ccccc1)NC(=O)[C@@]12C(=C)C([C@@H](CC1)C2)(C)C	AF-399/41341340
"
345,AE-848/01020003,1.481,Specs,"c1ccc(cc1)C=CC(=NO)c1ccccc1	AE-848/01020003
"
346,AE-477/13519028,1.48,Specs,"c1ccc(cc1)[C@H]1C[C@@H](c2ccc(cc2)C)c2ccccc2O1	AE-477/13519028
"
347,AE-477/13519028,1.48,Specs,"c1ccc(cc1)[C@H]1C[C@@H](c2ccc(cc2)C)c2ccccc2O1	AE-477/13519028
"
348,AF-399/33325033,1.48,Specs,"C(#N)C1=C(N=P(c2ccccc2)(c2ccccc2)N=C1c1ccccc1)N1CCOCC1	AF-399/33325033
"
349,AK-968/11492079,1.48,Specs,"c1ccc(c(c1)[C@@H]1CC(=NN1c1ccc(cc1)Cl)c1cccs1)C(F)(F)F	AK-968/11492079
"
350,AQ-344/43100338,1.479,Specs,"c1ccc(cc1)[C@H]1[C@@H](c2ccccc2)O[C@H](c2ccccc2)N1c1ccccc1	AQ-344/43100338
"
351,AG-690/33405054,1.479,Specs,"c1cc(cc(c1)Cl)N1[C@H](c2ccc(cc2)F)CC(=N1)c1ccc(cc1)Cl	AG-690/33405054
"
352,AN-329/10867060,1.479,Specs,"c1ccc(cc1)[C@@H](c1ccccc1)C(=O)Oc1ccc(cc1)[N](=O)O	AN-329/10867060
"
353,AG-205/07762011,1.479,Specs,"c1cc(cc(c1)Br)N1[C@H](c2ccc(cc2)Cl)CC(=N1)c1ccc(cc1)Br	AG-205/07762011
"
354,AK-968/13408172,1.478,Specs,"c1cc(ccc1C1=NN(c2ccc(cc2)F)[C@H](c2ccc(cc2)F)C1)OCC	AK-968/13408172
"
355,AG-690/12137123,1.478,Specs,"c1ccc(cc1)C1=NN(c2ccccc2OC)[C@@H](c2cccc(c2)[N](=O)O)C1	AG-690/12137123
"
356,AG-777/36180004,1.478,Specs,"c1ccc(cc1)CCN(C(=O)C(F)(F)F)[C@H](c1ccccc1)OC	AG-777/36180004
"
357,AF-833/12533001,1.478,Specs,"c1ccc(cc1)n1c(=O)c2ccccc2c(=O)n1CCCCBr	AF-833/12533001
"
358,AK-918/41424318,1.477,Specs,"c1ccc(cc1)c1ccccc1OCC(=O)c1ccccc1	AK-918/41424318
"
359,AG-690/11031042,1.477,Specs,"c1ccc(cc1)CN(C(=O)c1ccncc1)Cc1ccccc1	AG-690/11031042
"
360,AN-056/25013025,1.477,Specs,"c1ccc(cc1)[C@H]([C@@H](c1ccccc1)P(=O)(c1ccccc1)c1ccccc1)O	AN-056/25013025
"
361,AG-690/12557765,1.477,Specs,"c1ccc(cc1)Cc1nc2ccccc2n1CCC	AG-690/12557765
